,description,points,taster_twitter_handle,title,variety,winery
112255,"This is a very delicious and accessible wine for all palates, both lavish in style and complex. Candied blackberry, fragrant rose and fennel pollen aromas introduce a palate of baked red fruit, maple syrup and brown sugar flavors. That fruit-forward richness is balanced by extreme floral character and lively acidity.",93,@mattkettmann,Sextant 2015 Estate Merlot (Paso Robles),Merlot,Sextant
6663,"Showing plenty of toasty oak, Te Awa's 2007 Chardonnay is at the same time surprisingly medium-bodied, with refined citrusy aromas and flavors at its core, cosseted by layers of vanilla and coconut. Try it with scallops or lobster, and let the long, citrusy finish play off the buttery sweetness of the shellfish. Drink now–2012.",90,@JoeCz,Te Awa 2007 Chardonnay (Hawke's Bay),Chardonnay,Te Awa
98966,"An easy-drinking Shiraz, Sidewood's 2007 features a creamy texture, hints of mint and vanilla and copious raspberry fruit. It's crisp on the finish to help balance the softness of the tannins. Drink now–2017.",88,@JoeCz,Sidewood 2007 Shiraz (Adelaide Hills),Shiraz,Sidewood
38198,"The top wine from Mailly, this is rich with a good balance between its fresh white fruits streaked with lemon and its tight texture. Together, these two aspects hold the wine poised and coiled, a tight wine that is now just at maturity. Drink now and until 2022.",94,@vossroger,Mailly Grand Cru 2006 Les Echansons Grand Cru Brut  (Champagne),Champagne Blend,Mailly Grand Cru
50897,"Organically grown grapes have produced a clear, crisp wine with freshness and lively acidity. These blend effortlessly into the red fruits and light squeeze of lemon juice. The wine is bright and ready to drink.",90,@vossroger,Château Margüi 2015 Perle de Margüi Rosé (Coteaux Varois en Provence),Rosé,Château Margüi
41789,"Vines from high up in the vineyard produce this cool, fresh wine. It has bright acidity along with intense grapefruit and lemon fruits. The wine is tangy with a strong texture. Drink from 2018.",89,@vossroger,Albert Bichot 2014 Château Gris Les Terrasses  (Nuits-St.-Georges),Chardonnay,Albert Bichot
59015,"This blend of 90% Syrah and 10% Grenache offers plum, blackberry and blueberry on the nose with sweet cedar, tobacco and vanilla spice touches. There is strong acidity through the sip, which delivers similar elements as the nose, with baked black-purple fruit and clove spice.",91,@mattkettmann,Workman Ayer 2014 De Facto Red (Santa Barbara County),Rhône-style Red Blend,Workman Ayer
54627,"A richly ripe wine, full of tarry, dark tannins and black fruits. Despite its weight and density, it is well balanced, the dark flavors opening out with flavors of licorice, bitter chocolate and spicy wood.",90,@vossroger,J. & F. Lurton 2005 Barco Negro Red (Douro),Portuguese Red,J. & F. Lurton
5412,"Stout up front, the nose is packed with black-fruit aromas. The palate feels a bit prickly and raw, while blackberry flavors run quick, with a chocolaty oak character popping up on a lean finish.",88,@wineschach,Casa Montes 2012 Don Baltazar Malbec (San Juan),Malbec,Casa Montes
124474,"A very soft, open style of wine. It has ripe white pear and spice flavors, but everything is muted. It is clean, fresh, with some lemon flavors just creeping in finally.",83,@vossroger,DFJ Vinhos 2008 Segada Branco Fernão Pires (Estremadura),Fernão Pires,DFJ Vinhos
125075,"Initially this seems to be a delicious, mature wine, relatively dry but happily flavored with honey and spice. But there is a curious candy shop perfume that spoils the aftertaste.",86,@vossroger,Borges NV White  (Port),Port,Borges
18389,"Aromas include white flower and pear. The bright palate delivers yellow apple, Bartlett pear, lime zest and bitter almond alongside crisp acidity that leaves a pristine finish.",88,@kerinokeefe,Conti Formentini 2013 Furlana Friulano (Collio),Friulano,Conti Formentini
73080,"Barrel flavors of toast and chocolate cover light strawberry fruit. It's pleasant enough, but the flavors have not yet jelled. Give it until 2016 to age.",86,@paulgwine ,Eight Bells 2011 Red Willow Vineyard Merlot (Yakima Valley),Merlot,Eight Bells
29053,"Whole clusters of Syrah are co-fermented with Viognier to create this tight, concisely crafted wine. This is a firm expression of field and grape, with bright berry fruit and chocolaty tannins. The slightly chalky finish may smooth out with a bit more bottle age.",90,@paulgwine ,Dusted Valley 2009 Rachis Syrah (Columbia Valley (WA)),Syrah,Dusted Valley
93921,"Pronounced Kay-lee, this Red Mountain Syrah remains a bit tight and tannic, with hints of green tea in the finish. The fruit is tart and compact, with a nose of blueberry and brown sugar. Tannins are quite hard and slightly bitter; this will require some further cellaring.",90,@paulgwine ,Efeste 2007 Ceidleigh Syrah (Red Mountain),Syrah,Efeste
95741,"This blend of 80% Cabernet Sauvignon and 20% Sangiovese opens with aromas of crushed blackberry, ripe plum and blue flowers. On the palate, notes of anise and black pepper accent the core of fleshy black cherry while assertive but polished tannins provide the framework. Drink through 2016–2019.",89,@kerinokeefe,Tenuta di Trecciano 2012 Daniello Red (Toscana),Red Blend,Tenuta di Trecciano
94796,"With a sweet, flowery nose, this blend of Viognier, Pinot Grigio, Malvasia and Gewürztraminer has plenty of acidity to balance out its subtle sweetness.",87,@vboone,St. Francis 2010 White Splash White (California),White Blend,St. Francis
94589,"Tropical fruit, air freshener and bath soap aromas lead to a candied, sticky palate with a mix of sweet flavors that include papaya, powdered sugar and mango. The finish is confected and soft.",82,@wineschach,Sombras del Sol 2011 Chardonnay (Colchagua Valley),Chardonnay,Sombras del Sol
35848,"91-93 Rich fruit currants and berries, intensely juicy, packed with dark very ripe fruit. A powerhouse of berries.",92,@vossroger,Château Gazin 2010 Barrel sample  (Pomerol),Bordeaux-style Red Blend,Château Gazin
10077,"Tea, spice, tomato and dried-fruit aromas feed into a lightweight palate with slightly raw acidity. Snappy flavors of red currant and plum are clean, fresh and light. In a nutshell, that's what this Tupungato Pinot is about: freshness, femininity and dried red fruits. Drink through 2019.",88,@wineschach,Zorzal 2014 Gran Terroir Pinot Noir (Tupungato),Pinot Noir,Zorzal
15910,"Aromas of espresso, toasted oak and grilled herb take center stage and follow through to the full-bodied palate along with Golden Delicious apple, toasted nut and a hint of lemon zest. If you like evident oak, you'll enjoy this, but the wood may be too invasive for others. Drink soon to capture the remaining fruit.",88,@kerinokeefe,Tollena 2011 Signorina Vittoria Riserva  (Vernaccia di San Gimignano),White Blend,Tollena
87777,"A deepish pink blush signals full-fruited pleasure: indeed the palate has some body but also lovely balance between fresh red apple fruit and zesty citrus notes. Completely dry, this will be an ideal and versatile lunch or picnic wine. It is on the finish that all the strawberry notes burst through.",90,@AnneInVino,Tinhof 2015 Rosé (Burgenland),Rosé,Tinhof
121836,"Cherry and plum aromas come with a dusty note, however things turn sharper and more brambly with airing. It feels citrusy and choppy, with sweet-and-sour flavors of raspberry and red plum. Juicy, but fiery on the finish.",84,@wineschach,Bodegas la Aldea 2010 La Aldea Monastrell (Jumilla),Monastrell,Bodegas la Aldea
107121,"Made entirely with Cabernet Sauvignon, this opens with aromas of toasted oak, scorched earth, underbrush and a balsamic whiff of eucalyptus. The dense palate offers blackberry jam, licorice, cured meat and a confectionery note alongside chewy, close-grained tannins. It's a bit shy on freshness, so drink sooner rather than later.",89,@kerinokeefe,Carpineto 2011 Farnito Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Carpineto
27129,"This slowly reveals aromas of pressed rose, star anise, ripe berry and a menthol note. On the firm, straightforward palate, hints of licorice and clove add interest to dried black cherry. Give the bracing tannins a few more years to unclench and then drink up to capture the remaining fruit.",87,@kerinokeefe,Collina San Ponzio 2011  Barolo,Nebbiolo,Collina San Ponzio
60520,"This offers mature black-skinned fruit and underbrush aromas. The palate is ripe yet firm, delivering prune, mocha and clove clove flavors blanketed in chewy tannins. Drink 2018–2023.",89,@kerinokeefe,Podere Paganico 2011  Brunello di Montalcino,Sangiovese,Podere Paganico
52399,"A dark aroma like clove and wood smoke makes this full-bodied, ripe-tasting wine seem a little mysterious. It has ripe, easy blackberry and cedar flavors, a smooth texture and a very reasonable price.",87,@gordone_cellars,Castle Rock 2013 Zinfandel (Mendocino County),Zinfandel,Castle Rock
82490,"Aurus defines awesome modern Rioja. The nose is floral and decked out with wild berry aromas, marzipan, vanilla and hard spices. The palate is powerful and tannic, with bold cassis, raspberry, cherry, coffee and chocolate flavors. Beautifully crafted and with a nice red fruit element courtesy of 15% Graciano to go with old vines Tempranillo. Drink from 2012–2021.",94,@wineschach,Finca Allende 2007 Aurus  (Rioja),Tempranillo,Finca Allende
348,"Deep mahogany. Dried fig and black tea on the nose, then concentrated mocha and molasses flavors, enlivened by candied orange zest. Full, rich and sweet, but surprisingly drinkable, with terrific intensity and length.",97,@JoeCz,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
55886,"A rich, creamy wine loaded with toasted almond, vanilla cookie, bright melon and apple, and hints of white peach—there is a lot going on here. The acids sharpen up the fruit flavors, and the wine has a clean edge, along with expressive barrel flavors.",89,@paulgwine ,Ryan Patrick 2008 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Ryan Patrick
128465,"Organically grown and certified grapes from the estate vineyard craft this tart and spicy Chardonnay. A strong spice note—clove—sings out around bright, crisp, green apple fruit flavors. Tangy and tasty juice.",88,@paulgwine ,Thistle 2009 Chardonnay (Dundee Hills),Chardonnay,Thistle
65588,"Like all wines from Les Baux, this is made from organically grown grapes. It's rich, packed with dense black fruits and tannins. With Cabernet Sauvignon in the blend giving structure, this concentrated wine will repay aging. Drink from 2017.",92,@vossroger,Château d'Estoublon 2010 Red (Les Baux de Provence),Provence red blend,Château d'Estoublon
78836,"Perfumed and fruity, this shows touches of wood aging, although these are really just hints that lift the fruit. Acidity and a crisp, tangy texture are more important to this wine that bursts with concentrated citrus and green-plum flavors, finishing with so much freshness. Drink from 2017.",93,@vossroger,Romain Bouchard 2013 Vau de Vey Premier Cru  (Chablis),Chardonnay,Romain Bouchard
98002,"This blocky Tempranillo smells dense and damp, with curry and earthy berry notes. Its chunky palate deals in heavy berry flavors that are low on elegance and high on tannin, and its finish is earthy and flat.",86,@wineschach,Yemanueva 2014 La Tercia Bodega Tempranillo (La Mancha),Tempranillo,Yemanueva
88993,"Combined with 20% Grenache, this full-bodied, fruit-forward wine brings sweet aromas and flavors of raspberry jam and plum. Aged in mostly neutral oak, it possesses purity that carries through the finish.",90,@wawinereport,L'Ecole No. 41 2012 Syrah (Columbia Valley (WA)),Syrah,L'Ecole No. 41
19520,"This wine is dark, sweet and slightly effervescent in texture. It has an inky color, aromas like Concord-grape juice and roses, and jammy flavors.",84,@gordone_cellars,Eagle Ridge NV Raptor Private Reserve Red (Livermore Valley),Red Blend,Eagle Ridge
102944,"This year's blend of 53% Mourvèdre, 18% Counoise, 17% Grenache and 12% Cinsault shows squeezed elderberries, black raspberries, dried rose petals, potpourri, dried sagebrush and wet slate on the nose. The palate pops with more raspberries, pomegranate, dried fennel, white pepper and a touch of cooked lamb.",91,@mattkettmann,Epiphany 2013 Gypsy Red (Santa Barbara County),Rhône-style Red Blend,Epiphany
